id,text,Task A,Task B
5570,"@user_abcdefg Migliaia di tweet sullo stesso argomento in meno di 24 ore ma chiedere ai tuoi compagni di tifo di far partire una colletta per una escort, un femminiello, una bambola gonfiabile o direttamente per uno psichiatra capace, no ? Pensaci Fefè, dai una svolta a questa vita grama",1,"Il tweet contiene odio omotransfobico perché utilizza termini come ""femminiello"" in modo dispregiativo e offensivo, associandoli a insulti e derisione. L'insieme del messaggio ha un tono denigratorio e mira a sminuire e offendere persone LGBTQIA+."
5571,"Da quando siamo passati dall'apprezzare un uomo in stivali e Levi's consumati, zaino in spalla a chiedere passaggi sulla Route 66 a considerare fico un essere effeminato in pantaloncini, sneakers, occhiali scuri e sigaretta elettronica in bocca fermo su un monopattino elettrico?!",0,
5572,@user_abcdefgh Anche I #Femminielli di Napoli chiedono a mario draghi di restare.,0,
5573,@user_abc Spero si caghino tutti sotto on their way there veramente,0,
5574,@user_abcdefg @user_abcdefghi Sa che può fare a meno dei femminielli lui tratta con Giorgetti e Di maio,0,
5575,@user_abc Oh no mi hai detto ricchione non so se supererò questo trauma da un bambino che ha la voce da ragazza 🥹,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""ricchione"" rivolto a un bambino, associandolo a un ""trauma"" in modo denigratorio e derisorio verso caratteristiche percepite come femminili, implicando un giudizio negativo basato sull'identità di genere o orientamento sessuale."
5576,"Rotto per rotto, draby pisciagli in culo ai legammerda boys [URL]",0,
5577,RT @user_abcdefg @user_abcd @user_abcde Gigginiello il femminiello??😂😂😂,1,"Il tweet utilizza il termine ""femminiello"" in modo derisorio accompagnato da emoticon di risata, suggerendo un tono di scherno verso una persona presumibilmente LGBTQIA+. Questo costituisce un'espressione di derisione basata sull'identità di genere o orientamento sessuale, quindi contiene odio omotransfobico."
5578,Fossi in Conte andrei davanti al senato con il cazzo di fuori e un cartello con scritto:”Lo stagista vi ha rotto il culo” #crisidigoverno,0,
5579,"@user_abcdefg @user_abc e allora sei un po' ritardato. Sto qui te lo mette dritto in culo e tu gli dai ragione solo perchè è freemok? Ma chi è freemok? Un russo ciucciacazzi, che sia forte a fortnite sinceramente non frega un cazzo. Ha la mentalità di un bambino, killa e balla. Muore=colpa del gioco.",0,
5580,@user_abcd ma io voglio mi caghino più persone,0,
5581,@user_abcd mario quel ricchione di mio fratello,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" come insulto rivolto a una persona (in questo caso, il fratello), esprimendo disprezzo e pregiudizio verso l'orientamento sessuale."
5582,@user_abcdefg 😂😂😂Questa è un famoso femminiello napoletano 😂😂😂😂,0,
5583,@user_abcde Piglianculo piglianculo piglianculo,0,
5584,"@user_abc @user_ab (omosessuali, ebrei, donne emancipate, meridionali). Lo spostamento della capitale segue uno schema nordista che vede il Nord come puro e laborioso, mentre il sud come covo di degenerazione (i femminielli di Napoli),",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminielli di Napoli"" in un contesto negativo associato a stereotipi di degenerazione, esprimendo un pregiudizio verso persone LGBTQIA+ (in particolare verso persone transgender o effeminate), contribuendo a un discorso discriminatorio."
5585,"@user_a Vero: in 17 mesi di Governo ha rotto il culo agli italiani onesti. Molto, molto oggettivo. #Draghi",0,
5586,"@user_a Per Sciascia, sarebbero rientrati nella categoria ""piglianculo"".",0,
5587,"Il solo fatto di ignorare il sistema statale, boicottarlo e dedicarsi ad altro è la battaglia più utile e definitiva. Non di certo: ""bisogna cambiare le cose dall'interno"" dei libbbberali da fondazione rotto in culo [URL]",0,
5588,"@user_abcdefg @user_ab Ricchione, ti stai mettendo contro di LVI! [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""Ricchione"", che è un insulto offensivo e denigratorio rivolto a persone omosessuali, con l'intento di offendere e discriminare."
5589,@user_abcdefghij ma non mi rompere il cazzo è disattiva le notifiche ricchione,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" come insulto diretto, esprimendo disprezzo verso una persona presumibilmente LGBTQIA+."
5590,@user_abcdefghij Uno #schifoso. Che i piccioni riuniti in corposo stormo gli caghino in testa. #ribrezzo politico,0,
5591,@user_abcdef Mavvaffanculo femminiello torna in Francia che di coglioni siamo pieni mezza sega! [URL],1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminiello"" in modo offensivo e dispregiativo, accompagnato da insulti volgari e un tono denigratorio rivolto presumibilmente a una persona LGBTQIA+."
5592,@user_abcd A novembre c’è la pausa di due mesi. Istant team per arrivare dal 4 in su.l’unico fattore è che sono mentalmente dei disadattati isterici e ne perdono una vanno in ansia da femminielli. Ma la squadra c’è,1,"Il tweet utilizza il termine ""femminielli"" in modo dispregiativo e stereotipato, associandolo a una condizione mentale negativa (""disadattati isterici"") e deridendo una presunta reazione ansiosa. Questo costituisce un'espressione di pregiudizio e derisione verso persone LGBTQIA+, quindi contiene odio omotransfobico."
5593,"@user_abcdefghij @user_abcdefghi La Madonna che ha dietro dovrebbe essere la Madonna Nera di Montevergine,che oltre ad essere nera è anche protettrice dei ""femminielli"" che la onorano ogni anno in occasione della Candelora... ignorante anche in questo [URL]",0,
5594,mio figlio è venuto a casa che a conosciuto a una ragazza. Dico finalmente ne ricchione. Lui papà però e rumena. Io mo non mi interessa vita tua pero ogni cosa la sua eta la rumena quando fai 60 anni no mo. Mi sono preso il numero e lui lo mandato al wellcum ci vuole leducazione,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo dispregiativo e offensivo riferito al figlio, esprimendo disprezzo verso la sua presunta identità sessuale. L'uso del termine in questo contesto è chiaramente denigratorio e rappresenta un'espressione di pregiudizio omotransfobico."
5595,Alcuni uomini hanno dei gusti molto discutibili si mettono con certe che sono seriamente dei travioni non capisco,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""travioni"" in modo dispregiativo per riferirsi a persone presumibilmente transgender o queer, associandolo a ""gusti molto discutibili"" e manifestando un giudizio negativo e discriminatorio."
5596,ho letto ricchione al posto di riccione,0,
5597,La prima foto a sx non ha bisogno di presentazioni.. Una decerebrata schifosa.. Dove sono gli assistenti sociali in Italia!? Le altre due foto mostrano coppie di genitori gay.. Ho detto tutto.. Povera piccola R. I. P ❤️ 🌈🌈🌈🌈 [URL],1,"Il tweet esprime disprezzo verso una persona definendola ""decerebrata schifosa"" e collega negativamente la presenza di genitori gay alla situazione della bambina, implicando un giudizio negativo e discriminatorio verso le coppie omogenitoriali. L'uso del tono denigratorio e la critica verso genitori gay configurano odio omotransfobico."
5598,"@user_abcd stessa cosa con gli straykids, sta gente ha proprio rotto il cazzo! Cioè dillo che li odi o che forse ti rode il culo per qualcosa non so🤷🏻‍♀️ aspettano il primo minimo passo falso per mettere in risalto i loro favs e sminuire un gruppo intero!",0,
5599,Perché Pinterest sa quanto sono frocia [URL],0,
5600,"@user_abcdef Nella nostra storia di traditori ne sono passati tanti, Mahh !! Con la faccia da stronzo cretino pidocchioso femminiello czzettino falso bugiardo quaqquaraqua cesso come costui l’Italia non ne ha mai avuti",1,"Il tweet utilizza il termine ""femminiello"" in modo offensivo e denigratorio, inserito in una lista di insulti rivolti a una persona. ""Femminiello"" è un termine che può riferirsi a persone LGBTQIA+ (in particolare uomini effeminati o transgender in alcune culture italiane) e qui viene usato come insulto, quindi il tweet contiene odio omotransfobico."
5601,"@user_abcde Non può tornare in Cina perché ha 250 milioni di debiti, sto ciucciacazzi",0,
5602,"@user_abc @user_abc @user_abcd @user_abc Imprevisto: ""mancano solo 50k per chiudere il bilancio ma il presidente sboccia al Twiga con due femminielli e mette tutto in nota spese. Vai in prigione senza passare dal via"". @user_abcd",1,"Il tweet utilizza il termine ""femminielli"" in un contesto denigratorio e stereotipato, associandolo a un comportamento negativo (""sboccia al Twiga"" e ""mette tutto in nota spese"") e suggerendo una punizione severa (""Vai in prigione senza passare dal via""). L'uso del termine in questo modo veicola un pregiudizio e una derisione verso persone LGBTQIA+, configurando odio omotransfobico."
5603,"bloccato da quel ricchione di wazza,questo sì che è un buongiorno [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo e dispregiativo ""ricchione"" per riferirsi a una persona, esprimendo disprezzo e insulto basato sull'orientamento sessuale."
5604,@user_abcdef Scholl e poi il femminiello Trudeau,0,
5605,"che culo! son qui che aspetto il tecnico in un posto dove mi han pregato di presenziare per via dell’urgenza. Quale posto, quale urgenza? All’ultimo piano di una casa assolata si è rotto il condizionatore, due giorni fa. Vestito ma sotto la doccia, spero di sentire il campanello.",0,
5606,"👍Chi ha parlato?! Chi cazzo ha parlato?! Chi è quel lurido stronzo, comunista, checca e pompinaro che ha firmato la sua condanna a morte?! Ah, non è nessuno, eh?! Sarà stata la fatina buona del cazzo! Vi ammazzo a forza di ginnastica vi faccio venire i muscoli al buco del culo!",1,"Il tweet contiene odio omotransfobico perché utilizza termini offensivi e denigratori come ""checca"" e ""pompinaro"", che sono epiteti dispregiativi rivolti a persone LGBTQIA+. Inoltre, il tono minaccioso e violento (""Vi ammazzo a forza di ginnastica"") contribuisce a un messaggio di incitamento all'odio e alla violenza verso queste persone."
5607,"Come si cambia. In ""Così è la vita"" film del 97 per far arrabbiare uno di sn gli dicono "" Che Guevara è ricchione""",0,
5608,"È arrivato Kezman a Formello, dopo un summit di circa un paio di ore, ha detto che le piante stanno bene, bisogna da na romanella al muro de cinta, e poi ha detto che siete na banda de cazzari. Io mi fido…. #succhiacazzi #sieteilmaledellalazio",0,
5609,@user_abcdefghij Posso capire checca pavone...ma Klaus davi no...,0,
5610,@user_abcdef a me la corsa mi ha ingannato sembra un ricchione,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""ricchione"" in modo dispregiativo per descrivere una persona, esprimendo un giudizio negativo basato sull'orientamento sessuale percepito."
5611,@user_abcdef Eh già le zanzare trasmettono il covid🤣🤣🤣🤣🤣e magari pure il vaiolo delle scimmie dopo aver punto l'ano di qualche culattone...,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"" in modo dispregiativo e associandolo a un'immagine denigratoria e irrispettosa, contribuendo a diffondere stereotipi e derisione verso persone LGBTQIA+."
5612,Avete rotto un pochino i coglioni adesso…andate a fare in culo #vaiolodellescimmie,0,
5613,X: non è comune avere a che fare con persone con identità di genere come femminielli Letteralmente tuttə i miə amicə: [URL],0,
5614,"@user_abcdefgh @user_abcde A me ha già chiamato culattone, se esce fuori che è etero faccio la pazza che Ginevra 2.0 non la voglio",0,
5615,Il virus dell’ HIV girava solo tra i gay.. il coso 19 solo tra vaccinati.. e che caso!!!,1,"Il tweet contiene odio omotransfobico perché diffonde un pregiudizio falso e discriminatorio associando l’HIV esclusivamente ai gay, contribuendo a stigmatizzare questa comunità. L’uso ironico e sarcastico amplifica il tono denigratorio."
5616,"@user_a Dopo la checca glabra, mi pare il piú adatto. Poi magari certe esternazioni possono non piacere ma i gradi li ha tutti per farlo.",1,"Il tweet utilizza il termine ""checca"", che è un insulto omotransfobico rivolto a persone LGBTQIA+. Anche se il tono può sembrare in parte neutro o di apprezzamento (""i gradi li ha tutti per farlo""), l'uso di un epiteto offensivo come ""checca"" costituisce un'espressione di odio omotransfobico."
5617,Alla Checca Pavone auguro una felice quarta dose!!!🤦🤷 [URL],1,"Il tweet utilizza il termine ""Checca"" in modo offensivo e dispregiativo, rivolto presumibilmente a una persona LGBTQIA+. L'augurio sarcastico e accompagnato da emoji di derisione rafforza il tono denigratorio, configurando un contenuto di odio omotransfobico."
5618,@user_abcde Va bloccato @user_a sta istigando al suicidio e alla violenza personale questo culattone comunista,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo e discriminatorio ""culattone"" rivolto a una persona, associandolo a un incitamento alla violenza e al suicidio."
5619,@user_abc @user_abcd @user_ab No altro che kindest soul sto bocchinaro,0,
5620,Tedros è il direttore dell’OMS quello che ha invalidato la votazione a sfavore dell’emergenza ma pensateci bene se ha fatto questo un motivo ci sarà è quella che lui sa essendo un culattone che va a tutti i give pride,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"" in modo dispregiativo e stereotipato riferendosi a una persona presumibilmente omosessuale, associandolo a un giudizio negativo e denigratorio."
5621,"@user_abcdefgh @user_abcdefgh Vero.. Poi però, arrivo: Vladimir Lussuria, Checca Paone, e la Cirinnà..💣💣🔥🔥🔥",1,"Il tweet utilizza termini come ""Checca"" in modo dispregiativo e associa nomi di persone LGBTQIA+ a emoji di bombe e fuoco, che possono essere interpretate come un segno di disprezzo o attacco. Il tono complessivo è denigratorio e offensivo verso persone LGBTQIA+, quindi contiene odio omotransfobico."
5622,"Studio in 16 paesi pubblicato dal New England Journal of Medicine: 98% dei casi di vaiolo delle scimmie sono di gay, gran parte dei quali con lesioni in area anogenitale. Più che parlare di vaccino si dovrebbe ricordare che ci sono comportamenti a rischio [URL]",1,"Il tweet associa in modo generalizzante e stigmatizzante la malattia (vaiolo delle scimmie) esclusivamente ai gay, suggerendo che il problema derivi dai loro ""comportamenti a rischio"". Questo tipo di messaggio alimenta stereotipi negativi e discriminazione verso le persone LGBTQIA+, configurando odio omotransfobico."
